Source,SS,ddof1,ddof2,MS,F,p-unc,p-GG-corr,np2,eps
task,1125.0,1,19,1125.0,14.555669050051064,0.0011685473650315567,0.0011685473650315567,0.4337767495662231,1.0
modality,168.19999999999982,1,19,168.19999999999982,3.036966644493014,0.09755062796092441,0.09755062796092441,0.13781237197869722,1.0
task * modality,7.199999999998681,1,19,7.199999999998681,0.343459703740835,0.5647367787027879,0.5647367787027879,0.01775585696670453,1.0
