Contrast,A,B,mean(A),std(A),mean(B),std(B),Paired,Parametric,T,dof,alternative,p-unc,BF10,eta-square
task,SINGLE,SWITCH,1.3931782272133557,0.07238643194011585,1.3758224137489612,0.05821637432602354,True,True,2.0000886863877887,19.0,two-sided,0.05999170141149894,1.206,0.0171548728141248
